group,detector,far_target,post_window_days,usable_post_failure_days,n_paths,mean_T,pre_failure_false_alarm_rate,n_survived_to_failure,frac_survived_to_failure,cond_detect_h126,uncond_detect_h126,n_cond_detect_h126,cond_detect_h252,uncond_detect_h252,n_cond_detect_h252,cond_detect_h504,uncond_detect_h504,n_cond_detect_h504,trunc_post_failure_delay_days,trunc_post_failure_delay_se,undetected_at_end_given_survived,median_post_failure_delay_days,median_post_failure_delay_note,matched_threshold,matched_target_pre_fa,target_continuation_fa,achieved_continuation_fa,max_reachable_continuation_fa
random_T[0-251],known_vol_rolling_252,0.15,504,253,1039,125.98460057747835,0.0,1039,1.0,0.061597690086621755,0.061597690086621755,64,0.2945139557266602,0.2945139557266602,306,0.6102021174205967,0.6102021174205967,634,363.5640038498556,4.491348361085634,0.3897978825794033,403,,,,,,
random_T[252-503],binary_gaussian,0.05,504,504,1014,377.9822485207101,0.029585798816568046,984,0.9704142011834319,0.031504065040650404,0.03057199211045365,31,0.09044715447154472,0.08777120315581854,89,0.2459349593495935,0.23865877712031558,242,453.0975609756098,3.526453154089427,0.7540650406504065,,not reached: only 24.6% of survivors detected within 504d after failure,,,,,
random_T[252-503],binary_gaussian,0.15,504,504,1014,377.9822485207101,0.10453648915187377,908,0.8954635108481263,0.05616740088105727,0.05029585798816568,51,0.14757709251101322,0.13214990138067062,134,0.32929515418502203,0.2948717948717949,299,427.2400881057269,4.429987599372688,0.670704845814978,,not reached: only 32.9% of survivors detected within 504d after failure,,,,,
random_T[252-503],binary_student_t,0.05,504,504,1014,377.9822485207101,0.03155818540433925,982,0.9684418145956607,0.0274949083503055,0.026627218934911243,27,0.0814663951120163,0.07889546351084813,80,0.2158859470468432,0.20907297830374755,212,459.1547861507128,3.333264271864578,0.7841140529531568,,not reached: only 21.6% of survivors detected within 504d after failure,,,,,
random_T[252-503],binary_student_t,0.15,504,504,1014,377.9822485207101,0.11538461538461539,897,0.8846153846153846,0.05351170568561873,0.047337278106508875,48,0.14492753623188406,0.1282051282051282,130,0.3110367892976589,0.27514792899408286,279,429.15607580824974,4.431915431229028,0.6889632107023411,,not reached: only 31.1% of survivors detected within 504d after failure,,,,,
random_T[252-503],trailing_sharpe_252,0.05,504,504,1014,377.9822485207101,0.029585798816568046,984,0.9704142011834319,0.034552845528455285,0.03353057199211045,34,0.13516260162601626,0.131163708086785,133,0.3546747967479675,0.34418145956607493,349,427.1758130081301,3.9815794280280046,0.6453252032520325,,not reached: only 35.5% of survivors detected within 504d after failure,,,,,
random_T[252-503],trailing_sharpe_252,0.15,504,504,1014,377.9822485207101,0.09861932938856016,914,0.9013806706114399,0.11925601750547046,0.10749506903353057,109,0.3413566739606127,0.3076923076923077,312,0.6291028446389497,0.5670611439842209,575,343.8774617067834,5.212762761870374,0.3708971553610503,374,,,,,,
random_T[252-503],known_vol_rolling_252,0.05,504,504,1014,377.9822485207101,0.028599605522682446,985,0.9714003944773175,0.03553299492385787,0.03451676528599606,35,0.14111675126903553,0.13708086785009863,139,0.3614213197969543,0.3510848126232742,356,425.5431472081218,4.012398814328759,0.6385786802030458,,not reached: only 36.1% of survivors detected within 504d after failure,,,,,
random_T[252-503],known_vol_rolling_252,0.15,504,504,1014,377.9822485207101,0.09960552268244575,913,0.9003944773175543,0.11938663745892661,0.10749506903353057,109,0.3428258488499452,0.3086785009861933,313,0.6308871851040526,0.5680473372781065,576,342.9167579408543,5.22634796077111,0.3691128148959474,374,,,,,,
random_T[504-755],binary_gaussian,0.05,504,504,1007,629.3207547169811,0.05759682224428997,949,0.94240317775571,0.02845100105374078,0.026812313803376366,27,0.06954689146469968,0.06554121151936444,66,0.1780821917808219,0.16782522343594836,169,466.6722866174921,3.2357696512851515,0.821917808219178,,not reached: only 17.8% of survivors detected within 504d after failure,,,,,
random_T[504-755],binary_gaussian,0.15,504,504,1007,629.3207547169811,0.1519364448857994,854,0.8480635551142006,0.04566744730679157,0.038728897715988087,39,0.10655737704918032,0.0903674280039722,91,0.2540983606557377,0.21549155908639522,217,447.3501170960187,4.09397756789069,0.7459016393442623,,not reached: only 25.4% of survivors detected within 504d after failure,,,,,
random_T[504-755],binary_student_t,0.05,504,504,1007,629.3207547169811,0.05660377358490566,950,0.9433962264150944,0.03368421052631579,0.031777557100297914,32,0.07368421052631578,0.06951340615690169,70,0.16842105263157894,0.15888778550148958,160,466.2294736842105,3.3060997525780778,0.8315789473684211,,not reached: only 16.8% of survivors detected within 504d after failure,,,,,
random_T[504-755],binary_student_t,0.15,504,504,1007,629.3207547169811,0.16385302879841113,842,0.8361469712015889,0.0498812351543943,0.041708043694141016,42,0.09619952494061758,0.0804369414101291,81,0.2339667458432304,0.19563058589870905,197,450.6235154394299,4.099413183409325,0.7660332541567696,,not reached: only 23.4% of survivors detected within 504d after failure,,,,,
random_T[504-755],trailing_sharpe_252,0.05,504,504,1007,629.3207547169811,0.07348560079443893,933,0.9265143992055611,0.04180064308681672,0.038728897715988087,39,0.16613076098606644,0.15392254220456802,155,0.3837084673097535,0.3555114200595829,358,420.40085744908896,4.259022595327465,0.6162915326902465,,not reached: only 38.4% of survivors detected within 504d after failure,,,,,
random_T[504-755],trailing_sharpe_252,0.15,504,504,1007,629.3207547169811,0.18669314796425024,819,0.8133068520357497,0.12698412698412698,0.10327706057596822,104,0.3528693528693529,0.2869910625620655,289,0.652014652014652,0.5302879841112215,534,339.1416361416361,5.605801661674154,0.34798534798534797,363,,,,,,
random_T[504-755],known_vol_rolling_252,0.05,504,504,1007,629.3207547169811,0.070506454816286,936,0.929493545183714,0.04807692307692308,0.044687189672293945,45,0.17094017094017094,0.15888778550148958,160,0.3942307692307692,0.36643495531281034,369,417.0747863247863,4.355601105073055,0.6057692307692308,,not reached: only 39.4% of survivors detected within 504d after failure,,,,,
random_T[504-755],known_vol_rolling_252,0.15,504,504,1007,629.3207547169811,0.1916583912611718,814,0.8083416087388282,0.1167076167076167,0.09433962264150944,95,0.33906633906633904,0.2740814299900695,276,0.6437346437346437,0.5203574975173784,524,343.35626535626534,5.568520786111175,0.35626535626535627,371,,,,,,
random_T[756-1007],binary_gaussian,0.05,504,504,974,880.9948665297741,0.08213552361396304,894,0.917864476386037,0.025727069351230425,0.023613963039014373,23,0.049217002237136466,0.045174537987679675,44,0.11968680089485459,0.10985626283367557,107,476.57606263982103,2.973786031836476,0.8803131991051454,,not reached: only 12.0% of survivors detected within 504d after failure,,,,,
random_T[756-1007],binary_gaussian,0.15,504,504,974,880.9948665297741,0.20225872689938398,777,0.797741273100616,0.03088803088803089,0.024640657084188913,24,0.07593307593307594,0.060574948665297744,59,0.16216216216216217,0.1293634496919918,126,465.2355212355212,3.6957928494719985,0.8378378378378378,,not reached: only 16.2% of survivors detected within 504d after failure,,,,,
random_T[756-1007],binary_student_t,0.05,504,504,974,880.9948665297741,0.08932238193018481,887,0.9106776180698152,0.02818489289740699,0.02566735112936345,25,0.04735062006764374,0.043121149897330596,42,0.1319052987598647,0.12012320328542095,117,475.14092446448706,3.0597701778186592,0.8680947012401353,,not reached: only 13.2% of survivors detected within 504d after failure,,,,,
random_T[756-1007],binary_student_t,0.15,504,504,974,880.9948665297741,0.20739219712525667,772,0.7926078028747433,0.02849740932642487,0.022587268993839837,22,0.07124352331606218,0.05646817248459959,55,0.16709844559585493,0.1324435318275154,129,465.69948186528495,3.6653888884770014,0.832901554404145,,not reached: only 16.7% of survivors detected within 504d after failure,,,,,
random_T[756-1007],trailing_sharpe_252,0.05,504,504,974,880.9948665297741,0.11601642710472279,861,0.8839835728952772,0.05226480836236934,0.04620123203285421,45,0.1602787456445993,0.14168377823408623,138,0.37398373983739835,0.33059548254620125,322,420.5249709639954,4.612779099715854,0.6260162601626016,,not reached: only 37.4% of survivors detected within 504d after failure,,,,,
random_T[756-1007],trailing_sharpe_252,0.15,504,504,974,880.9948665297741,0.2874743326488706,694,0.7125256673511293,0.13544668587896252,0.09650924024640657,94,0.33429394812680113,0.23819301848049282,232,0.6397694524495677,0.45585215605749485,444,342.22334293948126,6.1637070474037445,0.36023054755043227,377,,,,,,
random_T[756-1007],known_vol_rolling_252,0.05,504,504,974,880.9948665297741,0.11806981519507187,859,0.8819301848049281,0.05471478463329453,0.048254620123203286,47,0.1629802095459837,0.1437371663244353,140,0.3806752037252619,0.33572895277207393,327,418.48195576251453,4.662102514829049,0.6193247962747381,,not reached: only 38.1% of survivors detected within 504d after failure,,,,,
random_T[756-1007],known_vol_rolling_252,0.15,504,504,974,880.9948665297741,0.28234086242299794,699,0.7176591375770021,0.1459227467811159,0.10472279260780287,102,0.34048640915593703,0.24435318275154005,238,0.6494992846924177,0.46611909650924027,454,339.19027181688125,6.187547929486093,0.3505007153075823,375,,,,,,
random_T[1008-1260],binary_gaussian,0.05,504,504,966,1137.7867494824015,0.10455486542443064,865,0.8954451345755694,0.016184971098265895,0.014492753623188406,14,0.035838150289017344,0.032091097308488616,31,0.08439306358381503,0.07556935817805382,73,484.1479768786127,2.6083086992747413,0.915606936416185,,not reached: only 8.4% of survivors detected within 504d after failure,,,,,
random_T[1008-1260],binary_gaussian,0.15,504,504,966,1137.7867494824015,0.2236024844720497,750,0.7763975155279503,0.024,0.018633540372670808,18,0.052,0.040372670807453416,39,0.11866666666666667,0.09213250517598344,89,477.3093333333333,3.22224749552468,0.8813333333333333,,not reached: only 11.9% of survivors detected within 504d after failure,,,,,
random_T[1008-1260],binary_student_t,0.05,504,504,966,1137.7867494824015,0.11180124223602485,858,0.8881987577639752,0.011655011655011656,0.010351966873706004,10,0.026806526806526808,0.023809523809523808,23,0.07925407925407925,0.07039337474120083,68,487.3065268065268,2.299207423004435,0.9207459207459208,,not reached: only 7.9% of survivors detected within 504d after failure,,,,,
random_T[1008-1260],binary_student_t,0.15,504,504,966,1137.7867494824015,0.2308488612836439,743,0.7691511387163561,0.013458950201884253,0.010351966873706004,10,0.04576043068640646,0.035196687370600416,34,0.1063257065948856,0.08178053830227744,79,481.17631224764466,2.923439498589433,0.8936742934051144,,not reached: only 10.6% of survivors detected within 504d after failure,,,,,
random_T[1008-1260],trailing_sharpe_252,0.05,504,504,966,1137.7867494824015,0.16666666666666666,805,0.8333333333333334,0.05093167701863354,0.042443064182194616,41,0.1565217391304348,0.13043478260869565,126,0.3701863354037267,0.3084886128364389,298,418.9304347826087,4.717436199444687,0.6298136645962733,,not reached: only 37.0% of survivors detected within 504d after failure,,,,,
random_T[1008-1260],trailing_sharpe_252,0.15,504,504,966,1137.7867494824015,0.4109730848861284,569,0.5890269151138716,0.15114235500878734,0.08902691511387163,86,0.35676625659050965,0.21014492753623187,203,0.6362038664323374,0.3747412008281574,362,334.51669595782073,6.915015998474169,0.3637961335676626,350,,,,,,
random_T[1008-1260],known_vol_rolling_252,0.05,504,504,966,1137.7867494824015,0.17184265010351968,800,0.8281573498964804,0.05125,0.042443064182194616,41,0.1575,0.13043478260869565,126,0.3725,0.3084886128364389,298,418.84375,4.747566972684222,0.6275,,not reached: only 37.2% of survivors detected within 504d after failure,,,,,
random_T[1008-1260],known_vol_rolling_252,0.15,504,504,966,1137.7867494824015,0.4078674948240166,572,0.5921325051759835,0.1486013986013986,0.08799171842650104,85,0.3548951048951049,0.21014492753623187,203,0.6398601398601399,0.37888198757763975,366,334.39335664335664,6.872892797347309,0.3601398601398601,350,,,,,,
